Low,Open,Volume,High,Close,Adjusted Close,Month,Year,Day
0.06936159849142852,0.0677341028003746,0.004550383267118357,0.06539438245099245,0.06806231925135986,0.02379505021603799,0.0,0.0,0.03333333333333333
0.0701503564923208,0.06831635449015595,0.00610557754828539,0.06636066859882254,0.06942550547454904,0.024316112519299556,0.0,0.0,0.13333333333333333
0.0702489453412642,0.06918970879237689,0.007027174159347335,0.0666505559854539,0.06952288590975969,0.02435333448968984,0.0,0.0,0.16666666666666669
0.0702489453412642,0.06928675848482414,0.006595175747912049,0.06655393199751787,0.0696202508038859,0.02439054999119407,0.0,0.0,0.2
0.0707419210588779,0.06938379268897067,0.010195162509872775,0.06684381938414923,0.06991236102734899,0.02450225471568128,0.0,0.0,0.23333333333333334
0.07113630792754823,0.06967491078971098,0.00843836897003594,0.0672303461815399,0.0697176156980121,0.024427810774900714,0.0,0.0,0.26666666666666666
0.07084052564426967,0.0694808268931172,0.005471979878180303,0.06694045879490855,0.06923077568629663,0.02424170739183535,0.0,0.0,0.3666666666666667
0.07084052564426967,0.06899564038408383,0.010713560603595119,0.06935619729871871,0.07171372812681726,0.025190802947927006,0.0,0.0,0.4
0.07291101736366791,0.0714701597286772,0.005644779242754417,0.06916294932284668,0.07156767301508571,0.025135015274544002,0.0,0.0,0.43333333333333335
0.0736997753645602,0.07180980267564112,0.006076777654189704,0.07148206383872081,0.0745861712260116,0.026288812261124048,0.0,0.0,0.4666666666666667
0.07133348562543503,0.0743328468664581,0.018489532009430286,0.07360793037872292,0.07000974146255964,0.024539431403869147,0.0,0.0,0.5
0.0636430833143991,0.0640950955645193,0.010713560603595119,0.06128759306430394,0.06231743305297113,0.021598983072998457,0.0,0.0,0.6
0.06186837387827941,0.06210577821726003,0.02422071093447176,0.06201232695370561,0.06484907571109708,0.022566721958715563,0.0,0.0,0.6333333333333333
0.06522059931618364,0.064628822408077,0.013622349907259385,0.06181906355501028,0.06426483972308647,0.022343412777475063,0.0,0.0,0.6666666666666666
0.0655163815994622,0.06404657071829566,0.009187166216523771,0.06201232695370561,0.06465433038176022,0.0224922683146059,0.0,0.0,0.7
0.06620655075141109,0.06443473851148322,0.011750356791039808,0.06278536512566367,0.06465433038176022,0.0224922683146059,0.0,0.0,0.7333333333333333
0.06324871218217713,0.06365841841340884,0.01002236314529866,0.06085276198435689,0.061733212606044974,0.021375602734011297,0.0,0.0,0.8333333333333334
0.060290857876494866,0.06045608832866396,0.015667142388053078,0.05766396988576537,0.060467375735897555,0.02089175593225396,0.0,0.0,0.8666666666666667
0.05999505985676794,0.06026200443207018,0.012182355202475095,0.05824374465902808,0.058812079289245284,0.020258995373391236,0.0,0.0,0.9
0.05762878585409113,0.058612330031774865,0.01543674323528759,0.05727745851119802,0.057838368183645406,0.019886743325058083,0.0,0.0,0.9333333333333333
0.05762878585409113,0.056356133774436004,0.006163177336476762,0.05727745851119802,0.056548193975237526,0.01939357162404498,0.0,0.0,0.9666666666666667
0.05871334187471032,0.05705968983562608,0.011375958167795892,0.056601044327175984,0.0595910450655083,0.020556754964298367,0.09090909090909091,0.0,0.03333333333333333
0.05851614844037516,0.05938865012984927,0.016358339846349535,0.05805049668315605,0.059688409959634536,0.02059397046580258,0.09090909090909091,0.0,0.06666666666666668
0.05851614844037516,0.0594856843339958,0.013017552131249983,0.05805049668315605,0.059688409959634536,0.02059397046580258,0.09090909090909091,0.0,0.1
0.057825979288426296,0.058030078341993516,0.011779156685135492,0.055248215959131916,0.05793573307777161,0.01992397823322048,0.09090909090909091,0.0,0.13333333333333333
